Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,strong_positive_count,strong_negative_count,weak_positive_count,weak_negative_count,total_positive_score,total_negative_score,sentiment_score,sentiment_ratio,has_strong_positive,has_strong_negative,has_percent,has_dollar,has_number,has_action,predicted_from_headline,headline_sentiment_match,Index_Change_Percent_num,index_sentiment_match,Trading_Volume_num,log_volume,headline_length,word_count,avg_word_length,is_positive_change,is_negative_change,abs_change,change_magnitude
2025-02-13,dow jones plunges as market fears recession,Economic Times,Regulatory Changes,DAX,4.09,108.39,positive,Energy,Medium,JP Morgan Chase,https://www.forbes.com/crypto/cryptocurrency-regulation,dow jones plunges as market fears recession,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.09,True,108.39,4.694919478131699,43,7,5.285714285714286,1,0,4.09,2.0
2025-05-03,new ipo for a popular software firm is oversubscribed,MarketWatch,Government Policy Announcement,Euro Stoxx 50,-1.5,6.11,negative,Automotive,High,Microsoft,https://www.bloomberg.com/asia/telecommunications-news,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.5,True,6.11,1.9615022438151495,53,9,5.0,0,1,1.5,1.0
2025-06-19,geopolitical ceasefire prompts a broad market recovery,Business Standard,Trade Tariffs Announcement,S&P/TSX Composite,3.78,309.67,positive,Finance,Medium,Tata Motors,https://www.wsj.com/japan/economic-data-release,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,3.78,True,309.67,5.738731255573653,54,7,6.857142857142857,1,0,3.78,2.0
2025-07-25,e-commerce earnings report beats all analyst expectations,Seeking Alpha,Major Merger/Acquisition,TSX,0.18,257.73,positive,Real Estate,Low,Reliance Industries,https://economictimes.indiatimes.com/news/economy/unemployment-rate,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,0.18,True,257.73,5.5557850469062,57,7,7.285714285714286,1,0,0.18,0.0
2025-04-10,major oil spill sends energy stocks plummeting,The Motley Fool,Economic Data Release,Euro Stoxx 50,0.49,68.44,positive,Materials,Medium,Tesla,https://www.business-standard.com/economy/trade-disputes-impact,major oil spill sends energy stocks plummeting,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.49,True,68.44,4.240463070352095,46,7,5.714285714285714,1,0,0.49,0.0
2025-03-18,market sentiment turns positive on vaccine trial results,Barron's,Stock Market Crash,S&P 500,0.8,478.93,positive,Real Estate,High,Boeing,https://www.investopedia.com/articles/supply-chain-disruption,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,0.8,True,478.93,6.173640259933888,56,8,6.125,1,0,0.8,0.0
2025-07-07,consumer confidence index reaches a decade high,Wall Street Journal,Geopolitical Event,S&P/TSX Composite,0.64,257.72,positive,Pharmaceuticals,Low,Goldman Sachs,https://www.marketwatch.com/story/commodities-price-shock,consumer confidence index reaches a decade high,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,0.64,True,257.72,5.5557463958287965,47,7,5.857142857142857,1,0,0.64,0.0
2025-07-05,utilities sector remains stable during market fluctuations,Reuters,IPO Launch,Hang Seng,-3.51,467.02,negative,Technology,Low,Apple Inc.,https://www.ft.com/content/tech-sector-innovation,utilities sector remains stable during market fluctuations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.51,True,467.02,6.148511030047266,58,7,7.428571428571429,0,1,3.51,2.0
2025-04-23,financial services stocks rally on strong profit margins,The Motley Fool,Trade Tariffs Announcement,ASX 200,,428.77,positive,Automotive,High,Goldman Sachs,https://timesofindia.indiatimes.com/business/corporate-governance,financial services stocks rally on strong profit margins,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,,False,428.77,6.0632501818653495,56,8,6.125,0,0,,
2025-04-04,supply chain issues impact manufacturing sector earnings,Seeking Alpha,Unemployment Rate Announcement,BSE Sensex,-3.65,169.96,negative,Healthcare,Low,Apple Inc.,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,supply chain issues impact manufacturing sector earnings,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.65,True,169.96,5.141429611010892,56,7,7.142857142857143,0,1,3.65,2.0
2025-04-29,consumer confidence index reaches a decade high,Yahoo Finance,Central Bank Meeting,Hang Seng,-4.11,433.56,negative,Materials,High,Reliance Industries,https://www.forbes.com/finance/geopolitical-event-impact,consumer confidence index reaches a decade high,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-4.11,True,433.56,6.074334024930277,47,7,5.857142857142857,0,1,4.11,2.0
2025-02-23,dow jones plunges as market fears recession,CNBC,Commodity Price Shock,TSX,2.08,56.24,positive,Transportation,High,Tata Motors,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,dow jones plunges as market fears recession,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.08,True,56.24,4.0472529546882505,43,7,5.285714285714286,1,0,2.08,1.0
2025-06-01,mining company stock surges on commodity price boom,CNBC,Central Bank Meeting,NSE Nifty,,71.21,positive,Consumer Goods,High,JP Morgan Chase,https://www.wsj.com/europe/regulatory-changes,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,,False,71.21,4.27957854046309,51,8,5.5,0,0,,
2025-04-02,geopolitical ceasefire prompts a broad market recovery,Financial Times,Stock Market Crash,CAC 40,-4.94,191.08,negative,Telecommunications,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/dow-jones-industrial,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-4.94,True,191.08,5.257911951912998,54,7,6.857142857142857,0,1,4.94,2.0
2025-08-01,retail sales report surpasses all forecasts,CNBC,Geopolitical Event,ASX 200,-4.76,466.43,negative,Telecommunications,Low,Microsoft,https://www.bloomberg.com/asia/telecommunications-news,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-4.76,True,466.43,6.147249604897373,43,6,6.333333333333333,0,1,4.76,2.0
2025-02-19,tech giant s new product launch sparks sector-wide gains,Barron's,Government Policy Announcement,KOSPI,-3.78,257.44,negative,Telecommunications,High,Boeing,https://www.business-standard.com/economy/trade-disputes-impact,tech giant s new product launch sparks sector-wide gains,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.78,True,257.44,5.554663558689965,56,9,5.333333333333333,0,1,3.78,2.0
2025-02-01,semiconductor shortages weigh heavily on tech sector profits,Seeking Alpha,Stock Market Crash,Hang Seng,2.62,225.9,positive,Industrials,High,JP Morgan Chase,https://www.cnbc.com/2025/10/real-estate-market-analysis,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.62,True,225.9,5.424509391785796,60,8,6.625,1,0,2.62,1.0
2025-03-08,bond yields tumble as investors seek safe havens,Yahoo Finance,Government Policy Announcement,Euro Stoxx 50,3.95,199.68,negative,Energy,Medium,Samsung Electronics,https://www.ft.com/content/media-entertainment-merger,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,3.95,False,199.68,5.301711599616052,48,8,5.125,1,0,3.95,2.0
2025-07-15,utilities sector remains stable during market fluctuations,The Economist,Consumer Confidence Report,Hang Seng,3.47,368.29,positive,Automotive,Low,ExxonMobil,https://www.business-standard.com/economy/economic-stimulus,utilities sector remains stable during market fluctuations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.47,True,368.29,5.911582243235735,58,7,7.428571428571429,1,0,3.47,2.0
2025-03-02,new regulations on cryptocurrencies cause a market dip,The Economist,Major Merger/Acquisition,DAX,4.47,395.1,negative,Industrials,High,JP Morgan Chase,https://www.business-standard.com/economy/economic-stimulus,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,4.47,False,395.1,5.981666704627871,54,8,5.875,1,0,4.47,2.0
2025-07-19,bond yields tumble as investors seek safe havens,Barron's,Supply Chain Disruption,KOSPI,-2.33,110.35,negative,Finance,Low,Microsoft,https://www.wsj.com/china/market-rally,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,-2.33,True,110.35,4.712678393703377,48,8,5.125,0,1,2.33,1.0
2025-04-16,china s shanghai composite falls after new trade restrictions,The Motley Fool,Consumer Confidence Report,KOSPI,3.27,383.29,positive,Technology,High,Boeing,https://www.moneycontrol.com/us-markets/sp-500,china s shanghai composite falls after new trade restrictions,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.27,True,383.29,5.9513974758947406,61,9,5.888888888888889,1,0,3.27,2.0
2025-04-20,government spending bill is expected to stimulate the economy,The Motley Fool,Cryptocurrency Regulation,ASX 200,0.07,29.08,positive,Real Estate,Low,Boeing,https://www.moneycontrol.com/us-markets/dow-jones-industrial,government spending bill is expected to stimulate the economy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.07,True,29.08,3.403860499081639,61,9,5.888888888888889,1,0,0.07,0.0
2025-03-09,media and entertainment companies report a surge in streaming revenue,The Motley Fool,Corporate Earnings Report,CAC 40,0.03,4.24,positive,Automotive,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/dow-jones-industrial,media and entertainment companies report a surge in streaming revenue,1,0,0,0,2,0,2,2.0,1,0,0,0,0,1,positive,True,0.03,True,4.24,1.6563214983329508,69,10,6.0,1,0,0.03,0.0
2025-06-27,healthcare stocks gain on robust demand and strong outlook,Wall Street Journal,Trade Tariffs Announcement,NSE Nifty,-1.44,248.29,positive,Construction,Low,Goldman Sachs,https://www.reuters.com/markets/indices/nikkei-225,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,-1.44,False,248.29,5.518616877410511,58,9,5.555555555555555,0,1,1.44,1.0
2025-07-28,gold prices surge as investors flee riskier assets,Bloomberg,IPO Launch,CAC 40,-1.01,84.48,negative,Agriculture,Low,Samsung Electronics,https://www.bloomberg.com/canada/tsunami-warnings,gold prices surge as investors flee riskier assets,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-1.01,True,84.48,4.448282430450947,50,8,5.375,0,1,1.01,1.0
2025-08-01,uk s ftse 100 sees a boost from favorable trade data,Bloomberg,Major Merger/Acquisition,S&P 500,-4.97,136.67,positive,Materials,Low,JP Morgan Chase,,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,0,1,0,positive,True,-4.97,False,136.67,4.924859517074852,52,11,3.8181818181818183,0,1,4.97,2.0
2025-02-14,new ipo for a popular software firm is oversubscribed,Yahoo Finance,Interest Rate Change,BSE Sensex,3.56,487.14,positive,Energy,Low,Samsung Electronics,https://www.business-standard.com/economy/inflation-data,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.56,True,487.14,6.1906022499553455,53,9,5.0,1,0,3.56,2.0
2025-08-12,utilities sector remains stable during market fluctuations,MarketWatch,Regulatory Changes,Russell 2000,0.49,24.27,positive,Energy,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/sp-500,utilities sector remains stable during market fluctuations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.49,True,24.27,3.2296179214001026,58,7,7.428571428571429,1,0,0.49,0.0
2025-05-30,manufacturing pmi data signals economic expansion,Financial Times,Currency Devaluation,Euro Stoxx 50,2.67,404.86,positive,Healthcare,Medium,Apple Inc.,https://www.marketwatch.com/story/commodities-price-shock,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,2.67,True,404.86,6.006008272548823,49,6,7.333333333333333,1,0,2.67,1.0
2025-06-25,healthcare stocks gain on robust demand and strong outlook,Wall Street Journal,Regulatory Changes,DAX,-2.95,382.12,positive,Real Estate,Low,Apple Inc.,https://www.investopedia.com/articles/supply-chain-disruption,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,-2.95,False,382.12,5.948348256034354,58,9,5.555555555555555,0,1,2.95,1.0
2025-07-04,semiconductor shortages weigh heavily on tech sector profits,Barron's,Inflation Data Release,Dow Jones,-2.71,499.6,negative,Telecommunications,Medium,Microsoft,,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.71,True,499.6,6.215807378997674,60,8,6.625,0,1,2.71,1.0
2025-07-21,tech giant s new product launch sparks sector-wide gains,Economic Times,Consumer Confidence Report,Hang Seng,1.96,415.11,positive,Real Estate,Medium,Tesla,,tech giant s new product launch sparks sector-wide gains,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.96,True,415.11,6.030949648384566,56,9,5.333333333333333,1,0,1.96,1.0
2025-04-26,merger talks between two banks fall through,Reuters,Central Bank Meeting,NSE Nifty,-1.29,303.78,negative,Transportation,Low,Reliance Industries,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-1.29,True,303.78,5.719590204861714,43,7,5.285714285714286,0,1,1.29,1.0
2025-07-07,consumer confidence index reaches a decade high,Wall Street Journal,Geopolitical Event,S&P/TSX Composite,0.64,257.72,positive,Pharmaceuticals,Low,Goldman Sachs,https://www.marketwatch.com/story/commodities-price-shock,consumer confidence index reaches a decade high,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,0.64,True,257.72,5.5557463958287965,47,7,5.857142857142857,1,0,0.64,0.0
2025-05-31,new regulations on cryptocurrencies cause a market dip,Financial Times,Government Policy Announcement,TSX,1.82,179.64,negative,Media & Entertainment,Medium,Boeing,https://economictimes.indiatimes.com/industry/industrials,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,1.82,False,179.64,5.1965061004013515,54,8,5.875,1,0,1.82,1.0
2025-07-27,geopolitical ceasefire prompts a broad market recovery,Times of India,Currency Devaluation,ASX 200,-2.77,54.77,negative,Pharmaceuticals,Medium,ExxonMobil,https://economictimes.indiatimes.com/news/economy/unemployment-rate,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-2.77,True,54.77,4.021236090401462,54,7,6.857142857142857,0,1,2.77,1.0
2025-02-28,consumer discretionary stocks outperform as spending increases,MarketWatch,Interest Rate Change,Dow Jones,-1.49,76.07,negative,Materials,High,Goldman Sachs,https://www.moneycontrol.com/us-markets/dow-jones-industrial,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-1.49,True,76.07,4.344714099789901,62,7,8.0,0,1,1.49,1.0
2025-07-30,crude oil prices drop to a multi-year low,Mint,Trade Tariffs Announcement,Nasdaq Composite,4.86,294.33,negative,Pharmaceuticals,Medium,Microsoft,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,crude oil prices drop to a multi-year low,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,4.86,False,294.33,5.688093375191561,41,8,4.25,1,0,4.86,2.0
2025-03-16,manufacturing pmi data signals economic expansion,Reuters,Market Rally,TSX,-0.55,58.52,negative,Consumer Goods,Medium,Tata Motors,https://www.investopedia.com/articles/government-policy-announcement,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-0.55,True,58.52,4.086312390524837,49,6,7.333333333333333,0,1,0.55,0.0
2025-05-04,asx 200 gains on strong export performance,Forbes,Market Rally,Hang Seng,-2.6,275.76,negative,Finance,Medium,Apple Inc.,https://timesofindia.indiatimes.com/business/agriculture-sector,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,False,-2.6,True,275.76,5.623150704630611,42,7,5.142857142857143,0,1,2.6,1.0
2025-06-08,geopolitical ceasefire prompts a broad market recovery,CNBC,Interest Rate Change,NSE Nifty,-0.52,25.93,positive,Media & Entertainment,Low,Samsung Electronics,https://www.wsj.com/europe/regulatory-changes,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-0.52,False,25.93,3.2932409068235073,54,7,6.857142857142857,0,1,0.52,0.0
2025-06-06,semiconductor shortages weigh heavily on tech sector profits,The Motley Fool,Consumer Confidence Report,CAC 40,0.49,302.16,positive,Pharmaceuticals,Medium,Boeing,https://www.wsj.com/europe/dax-performance,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.49,True,302.16,5.714260718943828,60,8,6.625,1,0,0.49,0.0
2025-05-28,geopolitical ceasefire prompts a broad market recovery,The Hindu Business Line,Bond Market Fluctuation,Russell 2000,2.89,146.48,positive,Media & Entertainment,Low,Microsoft,,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,2.89,True,146.48,4.993692573365943,54,7,6.857142857142857,1,0,2.89,1.0
2025-06-09,china s shanghai composite falls after new trade restrictions,Reuters,Trade Tariffs Announcement,IBOVESPA,1.62,389.81,positive,Energy,Medium,Reliance Industries,https://www.moneycontrol.com/us-markets/dow-jones-industrial,china s shanghai composite falls after new trade restrictions,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.62,True,389.81,5.9682215083775825,61,9,5.888888888888889,1,0,1.62,1.0
2025-06-11,uk s ftse 100 sees a boost from favorable trade data,The Economist,Commodity Price Shock,IBOVESPA,-4.99,189.42,positive,Energy,Low,Tata Motors,https://www.ft.com/content/consumer-confidence-report,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,0,1,0,positive,True,-4.99,False,189.42,5.249232158857545,52,11,3.8181818181818183,0,1,4.99,2.0
2025-05-30,dow jones plunges as market fears recession,The Motley Fool,Interest Rate Change,Shanghai Composite,4.69,283.84,positive,Pharmaceuticals,Medium,Boeing,https://economictimes.indiatimes.com/news/economy/unemployment-rate,dow jones plunges as market fears recession,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.69,True,283.84,5.651927619113924,43,7,5.285714285714286,1,0,4.69,2.0
2025-04-27,new ipo for a popular software firm is oversubscribed,Forbes,Major Merger/Acquisition,KOSPI,0.43,474.22,positive,Finance,Low,Apple Inc.,https://www.reuters.com/markets/indices/nikkei-225,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.43,True,474.22,6.163777854704867,53,9,5.0,1,0,0.43,0.0
2025-05-21,pharmaceutical company s drug approval drives stock upward,The Hindu Business Line,Consumer Confidence Report,NSE Nifty,3.64,461.29,positive,Transportation,High,Boeing,https://www.moneycontrol.com/us-markets/dow-jones-industrial,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,3.64,True,461.29,6.13619239978467,58,8,6.375,1,0,3.64,2.0
2025-04-23,new regulations on cryptocurrencies cause a market dip,Forbes,Corporate Earnings Report,Hang Seng,-3.76,415.15,negative,Retail,Low,Samsung Electronics,https://www.marketwatch.com/story/consumer-goods-report,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-3.76,True,415.15,6.031045772192104,54,8,5.875,0,1,3.76,2.0
2025-06-12,e-commerce earnings report beats all analyst expectations,The Hindu Business Line,IPO Launch,Shanghai Composite,2.25,260.61,positive,Materials,Low,ExxonMobil,https://www.wsj.com/europe/regulatory-changes,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,2.25,True,260.61,5.566854845152132,57,7,7.285714285714286,1,0,2.25,1.0
2025-03-16,mining company stock surges on commodity price boom,CNBC,Stock Market Crash,Hang Seng,-4.1,389.41,positive,Technology,High,ExxonMobil,https://www.cnbc.com/2025/12/healthcare-sector-outlook,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,-4.1,False,389.41,5.967197468964984,51,8,5.5,0,1,4.1,2.0
2025-02-09,energy company s dividend hike excites shareholders,Investopedia,Interest Rate Change,Dow Jones,-3.34,431.23,negative,Automotive,Medium,Boeing,https://www.cnbc.com/2025/11/major-merger-deal-approved,energy company s dividend hike excites shareholders,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.34,True,431.23,6.068957853972979,51,7,6.428571428571429,0,1,3.34,2.0
2025-06-07,government subsidy program gives a lift to the agriculture sector,Mint,Supply Chain Disruption,ASX 200,-3.79,80.24,negative,Consumer Goods,High,Tata Motors,https://www.reuters.com/business/retail-sector-earnings,government subsidy program gives a lift to the agriculture sector,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.79,True,80.24,4.397407736712184,65,10,5.6,0,1,3.79,2.0
2025-05-26,real estate sector shows signs of overheating as interest rates fall,CNBC,Regulatory Changes,BSE Sensex,0.19,215.97,positive,Agriculture,Medium,Tata Motors,https://www.theeconomist.com/world/government-policy-announcement,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,0.19,True,215.97,5.37975909513528,68,11,5.2727272727272725,1,0,0.19,0.0
2025-06-03,merger talks between two banks fall through,MarketWatch,Market Rally,FTSE 100,1.87,443.38,negative,Aerospace & Defense,Medium,Tesla,https://www.cnbc.com/2025/09/automotive-industry-trends,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,1.87,False,443.38,6.096680052252292,43,7,5.285714285714286,1,0,1.87,1.0
2025-07-02,asx 200 gains on strong export performance,Seeking Alpha,Inflation Data Release,Russell 2000,-3.81,367.06,positive,Finance,Low,Samsung Electronics,,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,True,-3.81,False,367.06,5.908245968357049,42,7,5.142857142857143,0,1,3.81,2.0
2025-07-23,government policy shift boosts renewable energy sector,Financial Times,Supply Chain Disruption,NSE Nifty,-3.25,112.9,negative,Aerospace & Defense,Low,JP Morgan Chase,https://www.forbes.com/crypto/cryptocurrency-regulation,government policy shift boosts renewable energy sector,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.25,True,112.9,4.735320870453137,54,7,6.857142857142857,0,1,3.25,2.0
2025-08-03,bond yields tumble as investors seek safe havens,Financial Times,Regulatory Changes,Hang Seng,-0.54,336.03,negative,Real Estate,Low,Boeing,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,-0.54,True,336.03,5.820171947161762,48,8,5.125,0,1,0.54,0.0
2025-07-29,healthcare stocks gain on robust demand and strong outlook,MarketWatch,Trade Tariffs Announcement,Euro Stoxx 50,-1.18,197.98,negative,Pharmaceuticals,Low,Boeing,https://www.wsj.com/china/market-regulation,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,False,-1.18,True,197.98,5.293204317161214,58,9,5.555555555555555,0,1,1.18,1.0
2025-02-07,consumer confidence index reaches a decade high,Investopedia,IPO Launch,KOSPI,-2.95,326.91,positive,Transportation,Low,ExxonMobil,https://www.investopedia.com/articles/government-policy-announcement,consumer confidence index reaches a decade high,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-2.95,False,326.91,5.792739180488351,47,7,5.857142857142857,0,1,2.95,1.0
2025-04-08,new regulations on cryptocurrencies cause a market dip,MarketWatch,Trade Tariffs Announcement,Nasdaq Composite,-0.09,252.81,negative,Transportation,High,Tata Motors,https://www.ft.com/content/currency-devaluation,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-0.09,True,252.81,5.536585955607315,54,8,5.875,0,1,0.09,0.0
2025-06-20,healthcare stocks gain on robust demand and strong outlook,Financial Times,Interest Rate Change,S&P/TSX Composite,4.35,318.66,positive,Telecommunications,High,Goldman Sachs,https://economictimes.indiatimes.com/news/transportation,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,4.35,True,318.66,5.767257930940508,58,9,5.555555555555555,1,0,4.35,2.0
2025-07-03,e-commerce earnings report beats all analyst expectations,CNBC,Major Merger/Acquisition,CAC 40,-0.97,135.72,negative,Transportation,Medium,Apple Inc.,https://www.reuters.com/business/energy/oil-market-update,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-0.97,True,135.72,4.917935038807335,57,7,7.285714285714286,0,1,0.97,0.0
2025-07-10,consumer discretionary stocks outperform as spending increases,Economic Times,Supply Chain Disruption,Shanghai Composite,2.83,178.11,positive,Retail,Low,Tata Motors,https://www.reuters.com/markets/indices/ftse-100,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,2.83,True,178.11,5.1880001422371675,62,7,8.0,1,0,2.83,1.0
2025-06-25,record-high inflation data rattles investors,CNBC,Currency Devaluation,CAC 40,4.52,74.82,positive,Pharmaceuticals,Medium,Microsoft,https://www.business-standard.com/finance/corporate-earnings,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.52,True,74.82,4.328362110088189,44,5,8.0,1,0,4.52,2.0
2025-05-03,major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Times,Central Bank Meeting,Dow Jones,1.97,306.39,positive,Consumer Goods,High,Apple Inc.,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,1.97,True,306.39,5.728117299670995,77,12,5.5,1,0,1.97,1.0
2025-07-20,central bank maintains status quo on interest rates,CNBC,Consumer Confidence Report,BSE Sensex,-3.06,7.65,negative,Real Estate,High,Microsoft,,central bank maintains status quo on interest rates,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.06,True,7.65,2.157559320943788,51,8,5.5,0,1,3.06,2.0
2025-06-13,semiconductor shortages weigh heavily on tech sector profits,Wall Street Journal,Major Merger/Acquisition,TSX,0.19,489.7,positive,Telecommunications,Medium,Samsung Electronics,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.19,True,489.7,6.195832943095858,60,8,6.625,1,0,0.19,0.0
2025-06-24,consumer discretionary stocks outperform as spending increases,Forbes,Market Rally,NSE Nifty,-1.77,483.49,positive,Agriculture,Low,Samsung Electronics,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,-1.77,False,483.49,6.183096791282935,62,7,8.0,0,1,1.77,1.0
