Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,ultra_pos,ultra_neg,pos,neg,total_pos,total_neg,score,ratio,has_ultra_pos,has_ultra_neg,has_percent,has_number,Index_Change_Percent_num,headline_match,index_match,has_strong_keyword,quality_score,Trading_Volume_num,log_volume,headline_length,word_count,is_pos_change,is_neg_change,abs_change
2025-05-17,a massive data breach sends a tech company s stock tumbling,The Motley Fool,Bond Market Fluctuation,Shanghai Composite,,47.66,negative,Agriculture,Low,Boeing,https://www.business-standard.com/economy/economic-stimulus,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,,True,True,True,3,47.66,3.8848573373553763,59,11,0,0,
2025-06-05,gold prices surge as investors flee riskier assets,The Economist,Geopolitical Event,IBOVESPA,-0.59,314.76,negative,Utilities,High,Samsung Electronics,https://www.theeconomist.com/finance-and-economics/trade-tariffs,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.59,False,True,True,2,314.76,5.754982431354592,50,8,0,1,0.59
2025-06-27,asx 200 gains on strong export performance,Economic Times,Market Rally,BSE Sensex,-2.14,273.97,negative,Transportation,High,Tata Motors,https://www.business-standard.com/economy/economic-stimulus,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-2.14,False,True,True,2,273.97,5.616662000806635,42,7,0,1,2.14
2025-05-03,banking stocks dip after a major scandal is revealed,Financial Times,Consumer Confidence Report,S&P 500,-3.35,64.49,negative,Real Estate,Medium,Boeing,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-3.35,True,True,True,3,64.49,4.181897459229962,52,9,0,1,3.35
2025-07-12,media and entertainment companies report a surge in streaming revenue,Reuters,Trade Tariffs Announcement,Nasdaq Composite,-3.91,281.33,negative,Consumer Goods,Low,Samsung Electronics,https://www.ft.com/content/currency-devaluation,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.91,False,True,True,2,281.33,5.643076599538806,69,10,0,1,3.91
2025-04-01,bond yields tumble as investors seek safe havens,Bloomberg,Trade Tariffs Announcement,Russell 2000,-3.58,154.84,negative,Telecommunications,Medium,Tesla,https://www.ft.com/content/consumer-confidence-report,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-3.58,True,True,True,3,154.84,5.048829839894225,48,8,0,1,3.58
2025-06-06,banking stocks dip after a major scandal is revealed,Wall Street Journal,Inflation Data Release,FTSE 100,-2.43,417.9,negative,Consumer Goods,Low,Samsung Electronics,https://economictimes.indiatimes.com/news/transportation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-2.43,True,True,True,3,417.9,6.037632227952989,52,9,0,1,2.43
2025-02-23,bond yields tumble as investors seek safe havens,Investopedia,Central Bank Meeting,Nikkei 225,-0.72,179.98,negative,Energy,Low,Apple Inc.,https://www.wsj.com/japan/economic-data-release,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-0.72,True,True,True,3,179.98,5.198386527922987,48,8,0,1,0.72
2025-07-17,a massive data breach sends a tech company s stock tumbling,The Motley Fool,Regulatory Changes,Dow Jones,4.95,6.73,negative,Automotive,Medium,Boeing,https://www.reuters.com/business/energy/oil-market-update,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,4.95,True,False,True,2,6.73,2.0451088625993306,59,11,1,0,4.95
2025-07-26,banking stocks dip after a major scandal is revealed,Times of India,Economic Data Release,DAX,-1.41,44.43,negative,Finance,High,Tata Motors,https://economictimes.indiatimes.com/news/transportation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-1.41,True,True,True,3,44.43,3.816172679771312,52,9,0,1,1.41
2025-07-22,bond yields tumble as investors seek safe havens,Barron's,Stock Market Crash,Nasdaq Composite,-3.46,30.82,negative,Healthcare,Medium,Apple Inc.,https://www.reuters.com/markets/indices/nikkei-225,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-3.46,True,True,True,3,30.82,3.4600950229096408,48,8,0,1,3.46
2025-07-19,gold prices surge as investors flee riskier assets,MarketWatch,Government Policy Announcement,Nikkei 225,-1.12,494.46,negative,Media & Entertainment,Low,Boeing,https://www.business-standard.com/economy/economic-stimulus,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.12,False,True,True,2,494.46,6.2054866239726305,50,8,0,1,1.12
2025-06-16,media and entertainment companies report a surge in streaming revenue,Forbes,Commodity Price Shock,KOSPI,-1.37,283.49,negative,Telecommunications,Medium,JP Morgan Chase,https://www.reuters.com/markets/indices/ftse-100,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.37,False,True,True,2,283.49,5.650698103563745,69,10,0,1,1.37
2025-04-19,aerospace and defense sector sees rally amid geopolitical tensions,Economic Times,Corporate Earnings Report,IBOVESPA,-3.1,215.81,negative,Real Estate,High,Tata Motors,https://www.wsj.com/europe/regulatory-changes,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.1,False,True,True,2,215.81,5.379021393963,66,9,0,1,3.1
2025-05-07,asx 200 gains on strong export performance,Yahoo Finance,IPO Launch,S&P 500,-3.88,261.4,negative,Industrials,High,Reliance Industries,https://www.business-standard.com/economy/trade-disputes-impact,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-3.88,False,True,True,2,261.4,5.5698700570699335,42,7,0,1,3.88
2025-05-12,financial services stocks rally on strong profit margins,The Economist,Geopolitical Event,S&P/TSX Composite,-2.84,157.93,negative,Energy,High,JP Morgan Chase,https://www.wsj.com/japan/economic-data-release,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-2.84,False,True,True,2,157.93,5.068463853708728,56,8,0,1,2.84
2025-06-05,asx 200 gains on strong export performance,Barron's,IPO Launch,Nikkei 225,-4.79,333.17,negative,Healthcare,Medium,Boeing,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-4.79,False,True,True,2,333.17,5.811649845525208,42,7,0,1,4.79
2025-04-05,mining company stock surges on commodity price boom,Forbes,Trade Tariffs Announcement,S&P/TSX Composite,-4.57,365.93,negative,Telecommunications,Medium,Goldman Sachs,https://www.investopedia.com/articles/government-policy-announcement,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.57,False,True,True,2,365.93,5.905171094167382,51,8,0,1,4.57
2025-04-14,a massive data breach sends a tech company s stock tumbling,Economic Times,Central Bank Meeting,Euro Stoxx 50,-1.55,61.87,negative,Agriculture,Low,Tata Motors,https://www.business-standard.com/finance/corporate-earnings,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-1.55,True,True,True,3,61.87,4.14106910239497,59,11,0,1,1.55
2025-05-30,media and entertainment companies report a surge in streaming revenue,The Motley Fool,Interest Rate Change,Nasdaq Composite,-4.3,199.42,negative,Agriculture,High,JP Morgan Chase,https://www.cnbc.com/2025/09/automotive-industry-trends,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.3,False,True,True,2,199.42,5.3004151646301825,69,10,0,1,4.3
2025-04-16,media and entertainment companies report a surge in streaming revenue,The Hindu Business Line,IPO Launch,ASX 200,-2.52,492.04,negative,Healthcare,Low,Samsung Electronics,https://www.wsj.com/europe/regulatory-changes,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-2.52,False,True,True,2,492.04,6.200590306653988,69,10,0,1,2.52
2025-05-29,a massive data breach sends a tech company s stock tumbling,Financial Times,Market Rally,S&P/TSX Composite,-4.93,153.24,negative,Materials,High,ExxonMobil,https://www.bloomberg.com/australia/asx-200-performance,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-4.93,True,True,True,3,153.24,5.038509830862235,59,11,0,1,4.93
2025-08-01,a massive data breach sends a tech company s stock tumbling,Seeking Alpha,Commodity Price Shock,Hang Seng,0.52,107.34,negative,Healthcare,Low,Goldman Sachs,https://www.moneycontrol.com/us-markets/sp-500,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,0.52,True,False,True,2,107.34,4.685274430229753,59,11,1,0,0.52
2025-04-09,a massive data breach sends a tech company s stock tumbling,Times of India,Inflation Data Release,ASX 200,-1.66,103.84,negative,Telecommunications,Low,ExxonMobil,https://economictimes.indiatimes.com/news/economy/unemployment-rate,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-1.66,True,True,True,3,103.84,4.6524353784552055,59,11,0,1,1.66
2025-04-30,aerospace and defense sector sees rally amid geopolitical tensions,Forbes,IPO Launch,S&P/TSX Composite,-4.86,173.85,negative,Industrials,Low,Goldman Sachs,https://www.reuters.com/business/retail-sector-earnings,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.86,False,True,True,2,173.85,5.163928463509385,66,9,0,1,4.86
2025-05-24,banking stocks dip after a major scandal is revealed,Seeking Alpha,Economic Data Release,Russell 2000,-0.7,352.94,negative,Utilities,Medium,JP Morgan Chase,https://www.business-standard.com/economy/trade-disputes-impact,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-0.7,True,True,True,3,352.94,5.869127407243039,52,9,0,1,0.7
2025-06-17,mining company stock surges on commodity price boom,Business Standard,Cryptocurrency Regulation,Nikkei 225,-3.56,495.79,negative,Consumer Goods,Medium,ExxonMobil,https://www.reuters.com/business/retail-sector-earnings,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.56,False,True,True,2,495.79,6.208167401592205,51,8,0,1,3.56
2025-06-16,financial services stocks rally on strong profit margins,The Economist,Major Merger/Acquisition,S&P 500,-1.53,94.22,negative,Industrials,High,Boeing,https://www.wsj.com/japan/economic-data-release,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.53,False,True,True,2,94.22,4.556190003766373,56,8,0,1,1.53
2025-02-10,bond yields tumble as investors seek safe havens,Seeking Alpha,Interest Rate Change,IBOVESPA,-2.79,28.62,negative,Energy,High,Apple Inc.,https://www.ft.com/content/consumer-confidence-report,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-2.79,True,True,True,3,28.62,3.3884498088396526,48,8,0,1,2.79
2025-04-02,banking stocks dip after a major scandal is revealed,The Economist,Government Policy Announcement,Hang Seng,-3.77,370.85,negative,Consumer Goods,Medium,JP Morgan Chase,https://timesofindia.indiatimes.com/business/agriculture-sector,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-3.77,True,True,True,3,370.85,5.918490547149309,52,9,0,1,3.77
2025-04-30,consumer discretionary stocks outperform as spending increases,Times of India,Government Policy Announcement,Hang Seng,-4.94,244.06,negative,Consumer Goods,Medium,Goldman Sachs,https://www.bloomberg.com/asia/policy/central-bank-meeting,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.94,False,True,True,2,244.06,5.5015030785213,62,7,0,1,4.94
2025-06-13,banking stocks dip after a major scandal is revealed,Times of India,IPO Launch,Nikkei 225,3.79,240.29,negative,Technology,Low,ExxonMobil,https://www.reuters.com/markets/stocks/tech-rally,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,3.79,True,False,True,2,240.29,5.485999529584087,52,9,1,0,3.79
2025-03-24,gold prices surge as investors flee riskier assets,Financial Times,Trade Tariffs Announcement,Nikkei 225,-4.25,23.34,negative,Materials,Low,Samsung Electronics,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.25,False,True,True,2,23.34,3.1921210875593813,50,8,0,1,4.25
2025-08-13,banking stocks dip after a major scandal is revealed,The Economist,Government Policy Announcement,Shanghai Composite,-1.7,195.69,negative,Industrials,Medium,JP Morgan Chase,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-1.7,True,True,True,3,195.69,5.281628885261801,52,9,0,1,1.7
2025-05-30,banking stocks dip after a major scandal is revealed,CNBC,Geopolitical Event,Euro Stoxx 50,-1.46,129.22,negative,Automotive,Medium,Tesla,https://www.reuters.com/markets/indices/nikkei-225,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-1.46,True,True,True,3,129.22,4.869225327808716,52,9,0,1,1.46
2025-04-06,mining company stock surges on commodity price boom,Barron's,Supply Chain Disruption,NSE Nifty,-4.96,281.52,negative,Industrials,Medium,JP Morgan Chase,https://www.theeconomist.com/finance-and-economics/trade-tariffs,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.96,False,True,True,2,281.52,5.643749344540722,51,8,0,1,4.96
2025-02-04,banking stocks dip after a major scandal is revealed,Times of India,Central Bank Meeting,IBOVESPA,-0.03,211.73,negative,Retail,Low,Tata Motors,https://www.bloomberg.com/asia/telecommunications-news,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-0.03,True,False,True,2,211.73,5.360023755984015,52,9,0,1,0.03
2025-05-30,media and entertainment companies report a surge in streaming revenue,Bloomberg,Commodity Price Shock,IBOVESPA,-0.84,353.22,negative,Transportation,Medium,Apple Inc.,https://www.wsj.com/europe/dax-performance,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.84,False,True,True,2,353.22,5.869918189028486,69,10,0,1,0.84
2025-06-13,mining company stock surges on commodity price boom,Bloomberg,Trade Tariffs Announcement,ASX 200,-0.79,327.65,negative,Pharmaceuticals,High,Apple Inc.,https://www.reuters.com/markets/indices/ftse-100,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.79,False,True,True,2,327.65,5.794993354709585,51,8,0,1,0.79
2025-08-08,financial services stocks rally on strong profit margins,Business Standard,Bond Market Fluctuation,Euro Stoxx 50,-1.35,488.35,negative,Pharmaceuticals,Medium,Reliance Industries,https://www.reuters.com/markets/indices/ftse-100,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.35,False,True,True,2,488.35,6.193077979871829,56,8,0,1,1.35
2025-07-27,asx 200 gains on strong export performance,Economic Times,Cryptocurrency Regulation,Dow Jones,-4.41,184.07,negative,Consumer Goods,Low,JP Morgan Chase,https://www.business-standard.com/economy/inflation-data,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-4.41,False,True,True,2,184.07,5.220734131889657,42,7,0,1,4.41
2025-07-26,bond yields tumble as investors seek safe havens,The Economist,Currency Devaluation,TSX,0.71,22.23,negative,Finance,High,JP Morgan Chase,https://www.investopedia.com/articles/government-policy-announcement,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,0.71,True,False,True,2,22.23,3.145444546782318,48,8,1,0,0.71
2025-03-08,media and entertainment companies report a surge in streaming revenue,Reuters,Market Rally,Hang Seng,-3.58,488.85,negative,Media & Entertainment,High,Boeing,https://www.reuters.com/business/energy/oil-market-update,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.58,False,True,True,2,488.85,6.194099221790651,69,10,0,1,3.58
2025-04-13,consumer discretionary stocks outperform as spending increases,The Economist,Corporate Earnings Report,Nasdaq Composite,-2.75,212.41,negative,Healthcare,High,ExxonMobil,https://timesofindia.indiatimes.com/business/corporate-governance,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-2.75,False,True,True,2,212.41,5.3632151981258795,62,7,0,1,2.75
2025-05-31,mining company stock surges on commodity price boom,MarketWatch,Bond Market Fluctuation,CAC 40,-2.7,115.15,negative,Construction,High,Microsoft,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-2.7,False,True,True,2,115.15,4.754882459216418,51,8,0,1,2.7
2025-07-29,healthcare stocks gain on robust demand and strong outlook,MarketWatch,Trade Tariffs Announcement,Euro Stoxx 50,-1.18,197.98,negative,Pharmaceuticals,Low,Boeing,https://www.wsj.com/china/market-regulation,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.18,False,True,True,2,197.98,5.293204317161214,58,9,0,1,1.18
2025-03-17,banking stocks dip after a major scandal is revealed,MarketWatch,Economic Data Release,Russell 2000,0.8,387.74,negative,Energy,Low,Apple Inc.,https://www.ft.com/content/consumer-confidence-report,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,0.8,True,False,True,2,387.74,5.962910739689921,52,9,1,0,0.8
2025-02-13,a massive data breach sends a tech company s stock tumbling,Seeking Alpha,Bond Market Fluctuation,FTSE 100,-1.11,394.24,negative,Retail,Medium,Samsung Electronics,https://www.investopedia.com/articles/government-policy-announcement,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-1.11,True,True,True,3,394.24,5.979493175326762,59,11,0,1,1.11
2025-08-13,bond yields tumble as investors seek safe havens,The Motley Fool,Bond Market Fluctuation,Nikkei 225,1.49,488.07,negative,Utilities,Medium,Boeing,https://www.marketwatch.com/story/consumer-goods-report,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,1.49,True,False,True,2,488.07,6.192505628514245,48,8,1,0,1.49
2025-07-25,healthcare stocks gain on robust demand and strong outlook,Barron's,Regulatory Changes,NSE Nifty,-3.07,418.37,negative,Agriculture,Medium,Boeing,https://www.forbes.com/crypto/cryptocurrency-regulation,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-3.07,False,True,True,2,418.37,6.038753585151147,58,9,0,1,3.07
2025-07-30,a massive data breach sends a tech company s stock tumbling,Business Standard,Commodity Price Shock,Hang Seng,,387.37,negative,Real Estate,Low,Boeing,https://www.reuters.com/business/retail-sector-earnings,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,,True,True,True,3,387.37,5.961958493475206,59,11,0,0,
2025-05-27,aerospace and defense sector sees rally amid geopolitical tensions,MarketWatch,Currency Devaluation,CAC 40,-1.54,193.71,negative,Finance,Low,Tata Motors,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.54,False,True,True,2,193.71,5.27151127212753,66,9,0,1,1.54
2025-02-24,consumer discretionary stocks outperform as spending increases,Investopedia,Cryptocurrency Regulation,Euro Stoxx 50,-3.33,440.38,negative,Energy,Medium,ExxonMobil,https://www.moneycontrol.com/us-markets/nasdaq-composite,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.33,False,True,True,2,440.38,6.089906182420013,62,7,0,1,3.33
2025-05-29,healthcare stocks gain on robust demand and strong outlook,Times of India,Major Merger/Acquisition,TSX,-1.09,498.08,negative,Consumer Goods,Medium,Tesla,https://economictimes.indiatimes.com/news/economy/unemployment-rate,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.09,False,True,True,2,498.08,6.212766403542821,58,9,0,1,1.09
2025-08-03,bond yields tumble as investors seek safe havens,Financial Times,Regulatory Changes,Hang Seng,-0.54,336.03,negative,Real Estate,Low,Boeing,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-0.54,True,True,True,3,336.03,5.820171947161762,48,8,0,1,0.54
2025-05-02,financial services stocks rally on strong profit margins,Investopedia,Cryptocurrency Regulation,Hang Seng,-4.03,349.01,negative,Materials,High,Microsoft,https://www.cnbc.com/2025/11/major-merger-deal-approved,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-4.03,False,True,True,2,349.01,5.857961725503875,56,8,0,1,4.03
2025-07-21,asx 200 gains on strong export performance,The Motley Fool,Supply Chain Disruption,S&P 500,-3.4,106.55,negative,Real Estate,High,Reliance Industries,https://www.marketwatch.com/story/consumer-goods-report,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-3.4,False,True,True,2,106.55,4.677955855713739,42,7,0,1,3.4
2025-04-22,consumer discretionary stocks outperform as spending increases,Seeking Alpha,Inflation Data Release,Shanghai Composite,-1.8,280.11,negative,Consumer Goods,Low,Reliance Industries,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.8,False,True,True,2,280.11,5.638746051808365,62,7,0,1,1.8
2025-06-12,gold prices surge as investors flee riskier assets,The Economist,Corporate Earnings Report,Hang Seng,-4.87,157.45,negative,Transportation,High,Samsung Electronics,https://economictimes.indiatimes.com/industry/industrials,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.87,False,True,True,2,157.45,5.06543908613693,50,8,0,1,4.87
2025-02-14,asx 200 gains on strong export performance,Times of India,Bond Market Fluctuation,CAC 40,-4.73,301.11,negative,Utilities,Medium,Tesla,https://www.bloomberg.com/asia/policy/central-bank-meeting,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-4.73,False,True,True,2,301.11,5.710791189466759,42,7,0,1,4.73
2025-05-22,bond yields tumble as investors seek safe havens,Bloomberg,Major Merger/Acquisition,S&P/TSX Composite,-2.19,310.1,negative,Finance,Medium,Samsung Electronics,https://www.business-standard.com/economy/economic-stimulus,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-2.19,True,True,True,3,310.1,5.740114403903592,48,8,0,1,2.19
2025-05-20,bond yields tumble as investors seek safe havens,MarketWatch,Interest Rate Change,ASX 200,0.95,468.22,negative,Aerospace & Defense,Medium,Boeing,https://www.cnbc.com/2025/11/major-merger-deal-approved,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,0.95,True,False,True,2,468.22,6.1510717416168195,48,8,1,0,0.95
2025-07-04,financial services stocks rally on strong profit margins,Business Standard,Market Rally,CAC 40,-3.23,133.32,negative,Transportation,High,Samsung Electronics,https://economictimes.indiatimes.com/news/transportation,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-3.23,False,True,True,2,133.32,4.900225012769285,56,8,0,1,3.23
2025-07-19,bond yields tumble as investors seek safe havens,Barron's,Supply Chain Disruption,KOSPI,-2.33,110.35,negative,Finance,Low,Microsoft,https://www.wsj.com/china/market-rally,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,-2.33,True,True,True,3,110.35,4.712678393703377,48,8,0,1,2.33
2025-02-19,a massive data breach sends a tech company s stock tumbling,Business Standard,Trade Tariffs Announcement,KOSPI,-4.6,441.35,negative,Real Estate,High,Apple Inc.,https://www.moneycontrol.com/us-markets/nasdaq-composite,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-4.6,True,True,True,3,441.35,6.092101423929395,59,11,0,1,4.6
2025-04-04,gold prices surge as investors flee riskier assets,Yahoo Finance,Cryptocurrency Regulation,S&P 500,-4.03,465.53,negative,Healthcare,Medium,Samsung Electronics,https://www.theeconomist.com/finance-and-economics/trade-tariffs,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.03,False,True,True,2,465.53,6.145322326901356,50,8,0,1,4.03
2025-03-02,mining company stock surges on commodity price boom,The Economist,Commodity Price Shock,DAX,-0.65,109.32,negative,Construction,High,Tata Motors,https://www.bloomberg.com/asia/telecommunications-news,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.65,False,True,True,2,109.32,4.703385233485046,51,8,0,1,0.65
2025-05-06,mining company stock surges on commodity price boom,Financial Times,Government Policy Announcement,Dow Jones,-3.4,1.06,negative,Energy,Medium,Samsung Electronics,https://www.moneycontrol.com/us-markets/nasdaq-composite,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.4,False,True,True,2,1.06,0.7227059828014898,51,8,0,1,3.4
2025-03-03,asx 200 gains on strong export performance,Bloomberg,Inflation Data Release,KOSPI,-2.61,317.24,negative,Retail,Low,Samsung Electronics,https://www.business-standard.com/international-business/trade-policy,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-2.61,False,True,True,2,317.24,5.762805815105662,42,7,0,1,2.61
2025-04-17,banking stocks dip after a major scandal is revealed,MarketWatch,Trade Tariffs Announcement,ASX 200,-4.57,169.79,negative,Media & Entertainment,High,JP Morgan Chase,,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,-4.57,True,True,True,3,169.79,5.1404347316311005,52,9,0,1,4.57
2025-06-27,a massive data breach sends a tech company s stock tumbling,MarketWatch,Bond Market Fluctuation,KOSPI,3.21,157.99,negative,Finance,High,Tata Motors,https://www.investopedia.com/articles/government-policy-announcement,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,3.21,True,False,True,2,157.99,5.068841307160618,59,11,1,0,3.21
2025-08-03,mining company stock surges on commodity price boom,CNBC,Commodity Price Shock,NSE Nifty,-0.95,29.44,negative,Agriculture,Medium,Boeing,https://www.reuters.com/markets/indices/nikkei-225,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-0.95,False,True,True,2,29.44,3.415757532993485,51,8,0,1,0.95
2025-04-13,mining company stock surges on commodity price boom,Financial Times,Central Bank Meeting,Russell 2000,-4.79,168.76,negative,Technology,Low,Microsoft,https://www.cnbc.com/2025/11/major-merger-deal-approved,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.79,False,True,True,2,168.76,5.134385674865673,51,8,0,1,4.79
2025-05-18,banking stocks dip after a major scandal is revealed,Times of India,IPO Launch,KOSPI,4.21,237.16,negative,Materials,High,ExxonMobil,https://www.ft.com/content/media-entertainment-merger,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,4.21,True,False,True,2,237.16,5.472942716707521,52,9,1,0,4.21
2025-06-20,consumer discretionary stocks outperform as spending increases,Reuters,Market Rally,KOSPI,-1.0,123.26,negative,Technology,Low,Goldman Sachs,https://www.wsj.com/japan/economic-data-release,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.0,False,True,True,2,123.26,4.822376144635548,62,7,0,1,1.0
